queries,num_message,stage,prompt,model
"['техники медитации для снятия стресса', 'преимущества медитации для начинающих']",14,web_search,0,gemma-2-9b-it-Q8_0_L
"['практичные советы по организации времени и пространства', 'методы повышения продуктивности и организованности для начинающих']",15,web_search,0,gemma-2-9b-it-Q8_0_L
"['#здоровоепитание советы по выбору продуктов, #здоровье примеры рациона', 'как составить здоровый рацион питания для начинающих']",16,web_search,0,gemma-2-9b-it-Q8_0_L
"['методы развития творческих способностей', 'упражнения для развития креативности #творчество #развитие #творческийпотенциал']",17,web_search,0,gemma-2-9b-it-Q8_0_L
"['психология цвета в дизайне', 'влияние цвета на потребительское поведение исследования']",18,web_search,0,gemma-2-9b-it-Q8_0_L
"['как составить бюджет для молодых людей', 'простые инвестиции для начинающих: советы и рекомендации']",19,web_search,0,gemma-2-9b-it-Q8_0_L
"['влияние музыки на настроение и работоспособность исследования #музыкатерапия #саморазвитие', 'лучшая музыка для работы и учебы #фоноваямузыка #продуктивность']",20,web_search,0,gemma-2-9b-it-Q8_0_L
"['методы развития эмоционального интеллекта', 'упражнения для повышения эмоционального интеллекта']",21,web_search,0,gemma-2-9b-it-Q8_0_L
"['влияние социальных сетей на психическое здоровье дискуссия', 'как соцсети влияют на настроение и самооценку?']",22,web_search,0,gemma-2-9b-it-Q8_0_L
"['как бороться с эмоциональным выгоранием', 'признаки и методы борьбы с выгоранием у взрослых/студентов/работников']",23,web_search,0,gemma-2-9b-it-Q8_0_L
"['как спорт влияет на работу мозга', 'лучшие виды спорта для улучшения памяти и концентрации']",24,web_search,0,gemma-2-9b-it-Q8_0_L
"['как развить эмпатию: практические советы', 'улучшить коммуникации: упражнения на эмпатию #развитиеличности']",25,web_search,0,gemma-2-9b-it-Q8_0_L
"['научные исследования влияние музыки на память', 'музыка для улучшения памяти и концентрации']",26,web_search,0,gemma-2-9b-it-Q8_0_L
"['советы по построению гармоничных отношений', 'как улучшить отношения с партнером']",27,web_search,0,gemma-2-9b-it-Q8_0_L
"['влияние стресса на организм человека', 'как стресс влияет на физическое и психическое здоровье']",28,web_search,0,gemma-2-9b-it-Q8_0_L
"['методы развития креативности', 'упражнения для повышения креативности #креативность #мышление #решения']",29,web_search,0,gemma-2-9b-it-Q8_0_L
"['как технологии меняют образование', 'технологии в образовании: плюсы и минусы для качества и доступности']",30,web_search,0,gemma-2-9b-it-Q8_0_L
"['визуальные методы борьбы со стрессом и тревогой', 'практические советы по снижению тревожности с иллюстрациями']",31,web_search,0,gemma-2-9b-it-Q8_0_L
"['как искусство влияет на эмоции', 'психология восприятия искусства']",32,web_search,0,gemma-2-9b-it-Q8_0_L
"['методы развития лидерских качеств', 'как развить лидерские качества для начинающих руководителей']",33,web_search,0,gemma-2-9b-it-Q8_0_L
"['питание для улучшения памяти и концентрации', 'диета для мозга: исследования и рецепты']",34,web_search,0,gemma-2-9b-it-Q8_0_L
"['практические советы по созданию эффективных команд для сотрудников', 'как сформировать и управлять командой для повышения производительности']",35,web_search,0,gemma-2-9b-it-Q8_0_L
"['влияние загрязнения воздуха на здоровье', 'как окружающая среда влияет на психическое здоровье']",36,web_search,0,gemma-2-9b-it-Q8_0_L
"['методы развития навыков общения', 'как улучшить коммуникативные навыки для всех']",37,web_search,0,gemma-2-9b-it-Q8_0_L
"['как путешествия меняют человека', 'путешествия и самопознание: что мы находим в дороге?']",38,web_search,0,gemma-2-9b-it-Q8_0_L
"['практические методы развития самодисциплины', 'советы по повышению самодисциплины для достижения целей']",39,web_search,0,gemma-2-9b-it-Q8_0_L
"['книги для расширения кругозора и вдохновения список', 'лучшие книги для саморазвития и поиска вдохновения отзывы']",0,web_search,1,gemma-2-9b-it-Q8_0_L
"['сколько книг читать в год для саморазвития', 'как развить привычку читать и выбрать интересные книги']",1,web_search,1,gemma-2-9b-it-Q8_0_L
"['топ 5 упражнений для утренней зарядки видео', 'лучшие упражнения для утренней зарядки фото #зарядка #утренняязарядка #здоровыйобразжизни #фитнес']",2,web_search,1,gemma-2-9b-it-Q8_0_L
"['история успеха спортсмена примеры', 'как спортсмены преодолевают трудности мотивация']",3,web_search,1,gemma-2-9b-it-Q8_0_L
"['обрезка плодовых деревьев весной для начинающих', 'правила обрезки яблонь, груш и слив в весенний период']",4,web_search,1,gemma-2-9b-it-Q8_0_L
"['лучшие сорта томатов для открытого грунта в Сибири', 'томаты для Сибири: описание сортов с фото и характеристиками']",5,web_search,1,gemma-2-9b-it-Q8_0_L
"['как искусственный интеллект изменит политику в будущем', 'влияние AI на международные отношения: дискуссия']",6,web_search,1,gemma-2-9b-it-Q8_0_L
"['как молодежь может влиять на политику в России', 'опрос: что важно молодым людям в политике?']",7,web_search,1,gemma-2-9b-it-Q8_0_L
"['кейсы применения big data для оптимизации бизнес-процессов', 'как анализ больших данных повышает эффективность бизнеса примеры']",8,web_search,1,gemma-2-9b-it-Q8_0_L
"['тренды развития аналитики больших данных 2023', 'будущее аналитики данных: прогнозы экспертов']",9,web_search,1,gemma-2-9b-it-Q8_0_L
"['#ОбщественноеМнение #СоциальныеСети: как соцсети формируют нашу реальность?', 'Влияние социальных сетей на формирование мнений - дискуссия']",10,web_search,1,gemma-2-9b-it-Q8_0_L
"['будущее интернет рекламы тренды 2024 маркетологи', 'прогнозы развития интернет рекламы для рекламодателей']",11,web_search,1,gemma-2-9b-it-Q8_0_L
"['методы развития критического мышления с упражнениями #критическоемышление #аналитика', 'как улучшить навыки анализа информации и принятия решений #решения #критическоемышление']",12,web_search,1,gemma-2-9b-it-Q8_0_L
"['Экологические проблемы современности: решения и перспективы #экология #охранаприроды #зеленоебудущее', 'Как сохранить окружающую среду: практические советы и глобальные инициативы #экология #охранаприроды #зеленоебудущее']",13,web_search,1,gemma-2-9b-it-Q8_0_L
"['техники медитации для снятия стресса', 'преимущества медитации для начинающих']",14,web_search,1,gemma-2-9b-it-Q8_0_L
"['практические советы по организации времени', 'методы повышения продуктивности и организованности']",15,web_search,1,gemma-2-9b-it-Q8_0_L
"['советы по здоровому питанию для начинающих #здоровоепитание #здоровье', 'как составить рацион питания для похудения #здоровоепитание #здоровье']",16,web_search,1,gemma-2-9b-it-Q8_0_L
"['методы развития творческих способностей', 'упражнения для развития креативности']",17,web_search,1,gemma-2-9b-it-Q8_0_L
"['психология цвета в дизайне', 'влияние цвета на восприятие информации для маркетологов']",18,web_search,1,gemma-2-9b-it-Q8_0_L
"['как составить бюджет для молодых людей', 'простые инвестиции для начинающих: советы и рекомендации']",19,web_search,1,gemma-2-9b-it-Q8_0_L
"['влияние музыки на настроение и работоспособность исследования', 'музыка для концентрации и мотивации хэштег саморазвитие']",20,web_search,1,gemma-2-9b-it-Q8_0_L
"['методы развития эмоционального интеллекта', 'упражнения для повышения эмоционального интеллекта']",21,web_search,1,gemma-2-9b-it-Q8_0_L
"['влияние социальных сетей на психическое здоровье дискуссия', 'как соцсети влияют на настроение и самооценку?']",22,web_search,1,gemma-2-9b-it-Q8_0_L
"['как бороться с эмоциональным выгоранием', 'симптомы и методы борьбы с выгоранием у взрослых']",23,web_search,1,gemma-2-9b-it-Q8_0_L
"['как спорт влияет на мозг', 'лучшие виды спорта для памяти и концентрации']",24,web_search,1,gemma-2-9b-it-Q8_0_L
"['как развить эмпатию практикой', 'улучшить коммуникации: советы по развитию эмпатии']",25,web_search,1,gemma-2-9b-it-Q8_0_L
"['научные исследования влияние музыки на память', 'музыка для улучшения памяти и концентрации']",26,web_search,1,gemma-2-9b-it-Q8_0_L
"['советы по построению гармоничных отношений', 'как улучшить отношения с партнером']",27,web_search,1,gemma-2-9b-it-Q8_0_L
"['как стресс влияет на организм', 'стресс и его последствия для здоровья']",28,web_search,1,gemma-2-9b-it-Q8_0_L
"['методы развития креативности с упражнениями', '#креативность #мышление #решения как развить нестандартное мышление']",29,web_search,1,gemma-2-9b-it-Q8_0_L
"['технологии в образовании: плюсы и минусы', 'будущее образования: как технологии меняют учебу']",30,web_search,1,gemma-2-9b-it-Q8_0_L
"['визуальные методы борьбы со стрессом и тревогой', 'практические советы по снижению тревожности с иллюстрациями']",31,web_search,1,gemma-2-9b-it-Q8_0_L
"['влияние живописи на настроение', 'психология восприятия искусства']",32,web_search,1,gemma-2-9b-it-Q8_0_L
"['методы развития лидерских качеств', 'как развить лидерские качества для начинающих']",33,web_search,1,gemma-2-9b-it-Q8_0_L
"['питание для улучшения памяти и концентрации', 'диета для мозга: исследования и рецепты']",34,web_search,1,gemma-2-9b-it-Q8_0_L
"['практические советы по созданию эффективной команды', 'как мотивировать команду к достижению целей']",35,web_search,1,gemma-2-9b-it-Q8_0_L
"['влияние загрязнения воздуха на здоровье', 'как окружающая среда влияет на психическое здоровье']",36,web_search,1,gemma-2-9b-it-Q8_0_L
"['методы развития навыков общения', 'как улучшить коммуникативные навыки для всех']",37,web_search,1,gemma-2-9b-it-Q8_0_L
"['как путешествия меняют человека', 'путешествия и самопознание: провокационные мысли']",38,web_search,1,gemma-2-9b-it-Q8_0_L
"['практические методы развития самодисциплины', 'советы по повышению самодисциплины для достижения целей']",39,web_search,1,gemma-2-9b-it-Q8_0_L
"['книги для расширения кругозора и вдохновения', 'топ 5-7 книг для саморазвития и поиска вдохновения']",0,web_search,2,gemma-2-9b-it-Q8_0_L
"['сколько книг читать в год для саморазвития', 'как развить привычку читать и выбрать интересные книги']",1,web_search,2,gemma-2-9b-it-Q8_0_L
"['топ 5 упражнений для утренней зарядки видео', 'эффективная утренняя зарядка фото и описание']",2,web_search,2,gemma-2-9b-it-Q8_0_L
"['история успеха известного спортсмена', 'как спортсмены преодолевают трудности и достигают вершины']",3,web_search,2,gemma-2-9b-it-Q8_0_L
"['как правильно обрезать плодовые деревья весной', 'советы по весенней обрезке плодовых деревьев']",4,web_search,2,gemma-2-9b-it-Q8_0_L
"['Лучшие сорта томатов для Сибири открытого грунта', 'Томаты для Сибири: описание сортов с ранним и поздним созреванием']",5,web_search,2,gemma-2-9b-it-Q8_0_L
"['как искусственный интеллект изменит политику в будущем', 'влияние AI на международные отношения: перспективы и риски']",6,web_search,2,gemma-2-9b-it-Q8_0_L
"['Как молодые люди могут влиять на политику в России?', 'Возможности для молодежи в политической жизни страны: опрос']",7,web_search,2,gemma-2-9b-it-Q8_0_L
"['кейсы применения big data для оптимизации бизнес-процессов', 'как анализ больших данных повышает эффективность бизнеса']",8,web_search,2,gemma-2-9b-it-Q8_0_L
"['тренды развития аналитики больших данных 2023', 'будущее аналитики данных: ключевые вызовы и возможности']",9,web_search,2,gemma-2-9b-it-Q8_0_L
"['Влияние социальных сетей на формирование общественного мнения: обсуждение', '#ОбщественноеМнение #СоциальныеСети #Медиа']",10,web_search,2,gemma-2-9b-it-Q8_0_L
"['Тренды интернет-рекламы 2024-2025: прогнозы для маркетологов', 'Как изменится интернет-реклама в ближайшие 5 лет?']",11,web_search,2,gemma-2-9b-it-Q8_0_L
"['методы развития критического мышления с упражнениями #критическоемышление #аналитика #решения', 'как улучшить навыки анализа информации и принятия решений #критическоемышление #аналитика #решения']",12,web_search,2,gemma-2-9b-it-Q8_0_L
"['Экологические проблемы современности: причины и решения', 'Как каждый может внести вклад в сохранение окружающей среды #экология #охранаприроды #зеленоебудущее']",13,web_search,2,gemma-2-9b-it-Q8_0_L
"['техники медитации для снятия стресса', 'преимущества медитации для начинающих']",14,web_search,2,gemma-2-9b-it-Q8_0_L
"['практические советы по организации рабочего времени', 'методы повышения продуктивности и организованности в повседневной жизни']",15,web_search,2,gemma-2-9b-it-Q8_0_L
"['советы по здоровому питанию для начинающих', 'как составить рацион питания для похудения с помощью правильных продуктов']",16,web_search,2,gemma-2-9b-it-Q8_0_L
"['методы развития творческих способностей', 'упражнения для повышения креативности']",17,web_search,2,gemma-2-9b-it-Q8_0_L
"['психология цвета в дизайне', 'влияние цвета на восприятие информации в маркетинге: исследования и рекомендации']",18,web_search,2,gemma-2-9b-it-Q8_0_L
"['как составить бюджет для начинающих', 'простые советы по инвестированию для молодых людей']",19,web_search,2,gemma-2-9b-it-Q8_0_L
"['влияние музыки на настроение и работоспособность научные исследования', 'как музыка влияет на продуктивность и самочувствие #музыкадлямотивации #психологиязвука']",20,web_search,2,gemma-2-9b-it-Q8_0_L
"['методы развития эмоционального интеллекта', 'упражнения для повышения эмоционального интеллекта']",21,web_search,2,gemma-2-9b-it-Q8_0_L
"['влияние социальных сетей на психическое здоровье', 'как соцсети влияют на настроение и самооценку?']",22,web_search,2,gemma-2-9b-it-Q8_0_L
"['как бороться с эмоциональным выгоранием', 'признаки и методы борьбы с выгоранием у взрослых']",23,web_search,2,gemma-2-9b-it-Q8_0_L
"['как спорт влияет на работу мозга', 'какие виды спорта полезны для памяти и концентрации']",24,web_search,2,gemma-2-9b-it-Q8_0_L
"['Как развить эмпатию для лучшего общения?', 'Практические упражнения для повышения эмпатии']",25,web_search,2,gemma-2-9b-it-Q8_0_L
"['научные исследования влияние музыки на память', 'лучшая музыка для запоминания информации']",26,web_search,2,gemma-2-9b-it-Q8_0_L
"['как построить гармоничные отношения', 'советы для укрепления отношений']",27,web_search,2,gemma-2-9b-it-Q8_0_L
"['как стресс влияет на организм', 'симптомы стресса и способы борьбы с ним']",28,web_search,2,gemma-2-9b-it-Q8_0_L
"['методы развития креативности', 'упражнения для повышения креативного мышления']",29,web_search,2,gemma-2-9b-it-Q8_0_L
"['как технологии меняют образование', 'положительное и отрицательное влияние цифровых технологий на образование']",30,web_search,2,gemma-2-9b-it-Q8_0_L
"['как бороться с тревогой и стрессом: визуальные методы', 'практические советы по снижению тревожности и управлению стрессом с иллюстрациями']",31,web_search,2,gemma-2-9b-it-Q8_0_L
"['как искусство влияет на эмоции', 'психологическое воздействие произведений искусства']",32,web_search,2,gemma-2-9b-it-Q8_0_L
"['методы развития лидерских качеств', 'как развить лидерские качества для успешной карьеры']",33,web_search,2,gemma-2-9b-it-Q8_0_L
"['питание для улучшения памяти и концентрации', 'как правильно питаться для поддержания когнитивных функций']",34,web_search,2,gemma-2-9b-it-Q8_0_L
"['практические советы по созданию эффективной команды', 'как мотивировать команду к достижению целей']",35,web_search,2,gemma-2-9b-it-Q8_0_L
"['влияние загрязнения воздуха на здоровье', 'как окружающая среда влияет на психическое здоровье']",36,web_search,2,gemma-2-9b-it-Q8_0_L
"['методы развития навыков общения', 'как улучшить коммуникативные навыки']",37,web_search,2,gemma-2-9b-it-Q8_0_L
"['как путешествия меняют человека', 'влияние путешествий на личность и саморазвитие']",38,web_search,2,gemma-2-9b-it-Q8_0_L
"['практические методы развития самодисциплины', 'советы по повышению самодисциплины для достижения целей']",39,web_search,2,gemma-2-9b-it-Q8_0_L
"['Книги для расширения кругозора и вдохновения', 'Список книг для саморазвития и поиска вдохновения с описанием']",0,web_search,3,gemma-2-9b-it-Q8_0_L
"['Сколько книг нужно читать в год для саморазвития?', 'Как сформировать привычку читать и выбрать интересные книги?']",1,web_search,3,gemma-2-9b-it-Q8_0_L
"['топ 5 упражнений для утренней зарядки видео', 'эффективная утренняя зарядка фото']",2,web_search,3,gemma-2-9b-it-Q8_0_L
"['История успеха [имя известного спортсмена]: преодоление трудностей', 'Мотивационные истории спортсменов: примеры борьбы и достижения']",3,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как правильно обрезать плодовые деревья весной', 'Советы по весенней обрезке плодовых деревьев']",4,web_search,3,gemma-2-9b-it-Q8_0_L
"['Лучшие сорта томатов для Сибири открытого грунта', 'Томаты для Сибири: описание сортов с высокой урожайностью и устойчивостью к болезням']",5,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как искусственный интеллект изменит мировую политику?', 'Влияние AI на международные отношения: перспективы и риски']",6,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как молодым людям участвовать в политике?', 'Возможности для молодежи в политической жизни России']",7,web_search,3,gemma-2-9b-it-Q8_0_L
"['Успешные кейсы применения анализа больших данных в оптимизации бизнес-процессов', 'Как анализ данных повышает эффективность бизнеса: примеры и инструменты']",8,web_search,3,gemma-2-9b-it-Q8_0_L
"['Тенденции развития аналитики больших данных 2023-2025', 'Будущее аналитики данных: ключевые направления и вызовы']",9,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как социальные сети влияют на формирование общественного мнения?', '#ОбщественноеМнение #СоциальныеСети']",10,web_search,3,gemma-2-9b-it-Q8_0_L
"['Тренды интернет-рекламы 2024-2025: прогнозы экспертов', 'Как изменится интернет-реклама в ближайшие 5 лет?']",11,web_search,3,gemma-2-9b-it-Q8_0_L
"['Методы и упражнения для развития критического мышления #критическоемышление #аналитика #решения', 'Как улучшить навыки анализа информации и принятия решений: практические советы']",12,web_search,3,gemma-2-9b-it-Q8_0_L
"['Экологические проблемы мира: как нам сохранить планету?', '#экология #охранаприроды #зеленоебудущее']",13,web_search,3,gemma-2-9b-it-Q8_0_L
"['техники медитации для снятия стресса', 'преимущества медитации в повседневной жизни']",14,web_search,3,gemma-2-9b-it-Q8_0_L
"['Практические советы по повышению организованности', 'Методы эффективного управления временем и пространством']",15,web_search,3,gemma-2-9b-it-Q8_0_L
"['советы по здоровому питанию для начинающих', 'как составить рацион сбалансированного питания']",16,web_search,3,gemma-2-9b-it-Q8_0_L
"['Упражнения для развития творческого потенциала', 'Методы развития креативности']",17,web_search,3,gemma-2-9b-it-Q8_0_L
"['психология цвета в дизайне', 'влияние цвета на восприятие информации в маркетинге']",18,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как составить бюджет для начинающих', 'Практические советы по инвестированию для молодых людей']",19,web_search,3,gemma-2-9b-it-Q8_0_L
"['Влияние музыки на настроение и продуктивность работы', 'Музыка для концентрации, отдыха и мотивации: научные исследования']",20,web_search,3,gemma-2-9b-it-Q8_0_L
"['Упражнения для развития эмоционального интеллекта', 'Методы повышения эмоционального интеллекта']",21,web_search,3,gemma-2-9b-it-Q8_0_L
"['Влияние социальных сетей на психическое здоровье: как не потеряться в потоке?', 'Делитесь своим опытом: как соцсети влияют на ваше эмоциональное состояние?']",22,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как бороться с эмоциональным выгоранием', 'Методы профилактики эмоционального выгорания']",23,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как спорт влияет на работу мозга', 'Виды спорта для улучшения когнитивных функций']",24,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как развить эмпатию? Практические советы', 'Улучшить коммуникации: упражнения для развития эмпатии']",25,web_search,3,gemma-2-9b-it-Q8_0_L
"['научные исследования влияние музыки на память', 'как музыка влияет на когнитивные функции и запоминание']",26,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как создать гармоничные отношения', 'Советы по построению крепких отношений']",27,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как стресс влияет на организм', 'Последствия стресса для здоровья']",28,web_search,3,gemma-2-9b-it-Q8_0_L
"['Упражнения для развития креативности', 'Методы повышения креативного мышления']",29,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как технологии меняют образование?', 'Положительное и отрицательное влияние технологий на образование']",30,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как бороться с тревогой и стрессом: визуальные методы и советы', 'Инфографика: эффективные техники для снятия тревоги и управления стрессом']",31,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как искусство влияет на эмоции', 'Влияние произведений искусства на психическое здоровье']",32,web_search,3,gemma-2-9b-it-Q8_0_L
"['методы развития лидерских качеств', 'как развить лидерские качества']",33,web_search,3,gemma-2-9b-it-Q8_0_L
"['Питание для улучшения памяти и концентрации', 'Какие продукты питания полезны для мозга']",34,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как построить эффективную команду: практические советы', 'Формирование и управление эффективными командами']",35,web_search,3,gemma-2-9b-it-Q8_0_L
"['Влияние загрязнения воздуха на здоровье', 'Как окружающая среда влияет на психическое здоровье']",36,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как развить навыки общения', 'Методы эффективного общения']",37,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как путешествия формируют личность?', 'Влияние путешествий на саморазвитие']",38,web_search,3,gemma-2-9b-it-Q8_0_L
"['Как развить самодисциплину для достижения целей', 'Практические советы по повышению самодисциплины']",39,web_search,3,gemma-2-9b-it-Q8_0_L
"['книги для расширения кругозора', 'книги для поиска вдохновения']",0,web_search,0,saiga-llama-3-q8_0
"['книги для саморазвития', 'количество книг в год для интеллектуального роста']",1,web_search,0,saiga-llama-3-q8_0
"['Топ-5 упражнений для утренней зарядки видео', '#зарядка #утренняязарядка #здоровыйобразжизни #фитнес упражнения']",2,web_search,0,saiga-llama-3-q8_0
"['история успеха спортсмена преодоление трудностей достижение вершины', 'жизненный путь известного спортсмена преодоление препятствий мотивация для читателей']",3,web_search,0,saiga-llama-3-q8_0
"['как правильно обрезать плодовые деревья весной', 'советы по уходу за садом в весенний период']",4,web_search,0,saiga-llama-3-q8_0
"['сорт томатов для открытого грунта в Сибири', 'томаты для сибирского климата: лучшие сорта и особенности']",5,web_search,0,saiga-llama-3-q8_0
"['искусственный интеллект и мировая политика', 'влияние искусственного интеллекта на международные отношения']",6,web_search,0,saiga-llama-3-q8_0
"['роль молодежи в политической жизни страны возможности и перспективы', 'молодые люди 18-30 лет роль в политике интерактивные форматы опросы вопросы к подписчикам']",7,web_search,0,saiga-llama-3-q8_0
"['анализ больших данных для оптимизации бизнес-процессов', 'примеры использования анализа данных для повышения эффективности бизнеса']",8,web_search,0,saiga-llama-3-q8_0
"['аналитика больших данных', 'развитие аналитики данных']",9,web_search,0,saiga-llama-3-q8_0
"['влияние социальных сетей на формирование общественного мнения', '#социальные_сети #медиа #общественное_мнение']",10,web_search,0,saiga-llama-3-q8_0
"['интернет реклама тренды прогнозы', 'будущее интернет рекламы маркетологи']",11,web_search,0,saiga-llama-3-q8_0
,12,web_search,0,saiga-llama-3-q8_0
"['#экология #охранаприроды #зеленоебудущее', 'решение экологических проблем современного мира']",13,web_search,0,saiga-llama-3-q8_0
"['techniques of meditation for stress relief', 'benefits and methods of meditation']",14,web_search,0,saiga-llama-3-q8_0
"['методы повышения продуктивности', 'практические советы по организации времени и пространства']",15,web_search,0,saiga-llama-3-q8_0
"['healthy eating tips #здоровое питание #здоровье', 'product recommendations for a balanced diet #здоровое питание #рацион']",16,web_search,0,saiga-llama-3-q8_0
"['развитие творческих способностей методы упражнения', '#творчество #развитие #творческийпотенциал']",17,web_search,0,saiga-llama-3-q8_0
"['психология цвета', 'влияние цвета на восприятие информации']",18,web_search,0,saiga-llama-3-q8_0
"['управление личными финансами для начинающих', 'практические советы по составлению бюджета, инвестированию и накоплению сбережений']",19,web_search,0,saiga-llama-3-q8_0
"['влияние музыки на настроение и работоспособность', 'музыка для саморазвития и улучшения качества жизни']",20,web_search,0,saiga-llama-3-q8_0
"['развитие эмоционального интеллекта', 'методы и упражнения для повышения эмоционального интеллекта']",21,web_search,0,saiga-llama-3-q8_0
"['влияние социальных сетей на психическое здоровье', 'психологическое воздействие соцсетей на людей']",22,web_search,0,saiga-llama-3-q8_0
"['методы борьбы с эмоциональным выгоранием', 'средства для восстановления мотивации и энергии']",23,web_search,0,saiga-llama-3-q8_0
"['влияние спорта на здоровье мозга', 'спорт и когнитивные функции']",24,web_search,0,saiga-llama-3-q8_0
"['развитие эмпатии для улучшения коммуникативных навыков', 'практические методы развития эмпатии для лучшего понимания других людей']",25,web_search,0,saiga-llama-3-q8_0
"['влияние музыки на память', 'как слушать музыку для улучшения памяти']",26,web_search,0,saiga-llama-3-q8_0
"['советы по созданию гармоничных отношений', 'как построить крепкие и здоровые отношения']",27,web_search,0,saiga-llama-3-q8_0
"['влияние стресса на организм человека', 'стресс и его влияние на физическое и психическое здоровье']",28,web_search,0,saiga-llama-3-q8_0
"['развитие креативности методы и упражнения', '#креативность #мышление #решения']",29,web_search,0,saiga-llama-3-q8_0
"['влияние технологий на образование', 'роль технологий в развитии образования']",30,web_search,0,saiga-llama-3-q8_0
"['стратегии борьбы с тревогой и стрессом для всех возрастов', 'практические советы по снижению тревоги и управления стрессом: иллюстрации, инфографики']",31,web_search,0,saiga-llama-3-q8_0
"['влияние искусства на эмоциональное состояние', 'искусство и психология: влияние на эмоциональное состояние человека']",32,web_search,0,saiga-llama-3-q8_0
"['развитие лидерских качеств для начинающих', 'методы развития лидерских качеств и их применение в повседневной жизни']",33,web_search,0,saiga-llama-3-q8_0
"['питание влияние на когнитивные функции', 'результаты исследований о питании для улучшения памяти и концентрации']",34,web_search,0,saiga-llama-3-q8_0
"['командный менеджмент эффективные команды', 'практические советы по формированию и управлению командой']",35,web_search,0,saiga-llama-3-q8_0
"['влияние окружающей среды на здоровье человека', 'роль экологии в развитии психического здоровья']",36,web_search,0,saiga-llama-3-q8_0
"['развитие навыков общения для всех', 'методы улучшения коммуникативных навыков']",37,web_search,0,saiga-llama-3-q8_0
"['путешествия влияние на личность', 'как путешествия изменяют человека']",38,web_search,0,saiga-llama-3-q8_0
"['развитие самодисциплины для достижения целей', 'практические советы по развитии самодисциплины']",39,web_search,0,saiga-llama-3-q8_0
"['книги для расширения кругозора', 'книги для поиска вдохновения']",0,web_search,1,saiga-llama-3-q8_0
"['книги для саморазвития', 'количество книг для чтения в год']",1,web_search,1,saiga-llama-3-q8_0
"['Топ-5 упражнений для утренней зарядки видео', '#зарядка #утренняязарядка #здоровыйобразжизни #фитнес упражнения']",2,web_search,1,saiga-llama-3-q8_0
"['история успеха спортсмена: преодоление трудностей', 'спортсмены, преодолевшие трудности в жизни']",3,web_search,1,saiga-llama-3-q8_0
"['как правильно обрезать плодовые деревья весной', 'советы по уходу за садом в весенний период']",4,web_search,1,saiga-llama-3-q8_0
